Base de datos,Taxonomia,Material,LLRS,Nivel de Ductilidad,Pisos,IM,theta1,beta1,theta2,beta2,theta3,beta3,theta4,beta4,theta5,beta5
GEM-OpenQuake,C2M - Moderate code,CR,LWAL,DUC,4-7,PGA [g],0.1841,0.131,0.3191,0.227,0.675,0.4803,1.2518,0.8907,0,0
GEM-OpenQuake,C2M - Precode,CR,LWAL,DUC,4-7,PGA [g],0.1227,0.0873,0.1841,0.131,0.3682,0.262,0.6136,0.4366,0,0
GEM-OpenQuake,C3H - Low code,CR,LFINF,DUC,8-19,PGA [g],0.1105,0.0786,0.1964,0.1397,0.405,0.2882,0.6505,0.4628,0,0
GEM-OpenQuake,C3H - Precode,CR,LFINF,DUC,8-19,PGA [g],0.0982,0.0699,0.1595,0.1135,0.3314,0.2358,0.5277,0.3755,0,0
GEM-OpenQuake,C3L - Low code -CR-LFINF,CR,LFINF,DUC,1-3,PGA [g],0.1473,0.1048,0.2086,0.1484,0.3191,0.227,0.54,0.3842,0,0
GEM-OpenQuake,C3L - Precode -CR-LFINF,CR,LFINF,DUC,1-3,PGA [g],0.1227,0.0873,0.1718,0.1222,0.2577,0.1834,0.4295,0.3056,0,0
GEM-OpenQuake,C3M - Low code,CR,LFINF,DUC,4-7,PGA [g],0.135,0.0961,0.2086,0.1484,0.3927,0.2794,0.6259,0.4453,0,0
GEM-OpenQuake,C3M - Precode,CR,LFINF,DUC,4-7,PGA [g],0.1105,0.0786,0.1718,0.1222,0.3068,0.2183,0.5032,0.358,0,0
GEM-OpenQuake,CR/DNO/IRIR_High-rise (8storeys),CR,LFM,DNO,8,PGA [g],0.08,0.027,0.116,0.053,0.165,0.072,0.203,0.084,0,0
GEM-OpenQuake,CR/DNO/IRIR_Low-rise (2storeys),CR,LFM,DNO,2,PGA [g],0.09,0.031,0.132,0.063,0.277,0.11,0.368,0.143,0,0
GEM-OpenQuake,CR/DNO/IRIR_Mid-rise (5storeys),CR,LFM,DNO,5,PGA [g],0.085,0.029,0.124,0.058,0.196,0.083,0.25,0.101,0,0
GEM-OpenQuake,CR/DNO/IRRE_High-rise (8storeys),CR,LFM,DNO,8,PGA [g],0.08,0.027,0.112,0.05,0.153,0.066,0.187,0.077,0,0
GEM-OpenQuake,CR/DNO/IRRE_Low-rise (2storeys),CR,LFM,DNO,2,PGA [g],0.09,0.031,0.13,0.06,0.263,0.101,0.35,0.132,0,0
GEM-OpenQuake,CR/DNO/IRRE_Mid-rise (5storeys),CR,LFM,DNO,5,PGA [g],0.085,0.028,0.122,0.055,0.187,0.077,0.235,0.093,0,0
GEM-OpenQuake,CR/DUC/IRIR_High-rise (8storeys),CR,LFM,DUC,8,PGA [g],0.08,0.027,0.116,0.054,0.163,0.072,0.28,0.113,0,0
GEM-OpenQuake,CR/DUC/IRIR_Low-rise (2storeys),CR,LFM,DUC,2,PGA [g],0.09,0.031,0.132,0.063,0.275,0.11,0.542,0.21,0,0
GEM-OpenQuake,CR/DUC/IRIR_Mid-rise (5storeys),CR,LFM,DUC,5,PGA [g],0.085,0.028,0.125,0.058,0.196,0.084,0.355,0.139,0,0
GEM-OpenQuake,CR/DUC/IRRE_High-rise (8storeys),CR,LFM,DUC,8,PGA [g],0.08,0.027,0.113,0.051,0.154,0.067,0.26,0.102,0,0
GEM-OpenQuake,CR/DUC/IRRE_Low-rise (2storeys),CR,LFM,DUC,2,PGA [g],0.09,0.031,0.13,0.06,0.262,0.1,0.517,0.192,0,0
GEM-OpenQuake,CR/DUC/IRRE_Mid-rise (5storeys),CR,LFM,DUC,5,PGA [g],0.085,0.028,0.121,0.052,0.185,0.075,0.328,0.123,0,0
GEM-OpenQuake,CR/LDUAL (regularly infilled) HighRise HighCode,CR,LFINF,DUC,8-19,PGA [g],0.1746,0.134,0.7,0.5372,2.2825,1.7516,4.5813,3.5159,7.7996,5.9857
GEM-OpenQuake,CR/LDUAL (regularly infilled) HighRise LowCode,CR,LFINF,DNO,8-19,PGA [g],0.1273,0.1013,0.2732,0.2174,0.6593,0.5247,2.5662,2.0421,5.6174,4.4701
GEM-OpenQuake,CR/LDUAL (regularly infilled) LowRise HighCode,CR,LFINF,DUC,1-3,PGA [g],0.3141,0.2713,0.722,0.6235,2.1297,1.8393,2.545,2.198,3.0812,0.6611
GEM-OpenQuake,CR/LDUAL (regularly infilled) LowRise LowCode,CR,LFINF,DNO,1-3,PGA [g],0.0939,0.0837,0.3755,0.3347,0.622,0.5544,0.8271,0.7372,1.1387,1.015
GEM-OpenQuake,CR/LDUAL (regularly infilled) MidRise HighCode,CR,LFINF,DUC,4-7,PGA [g],0.1585,0.1216,0.4516,0.3466,0.9441,0.7247,1.7108,1.3132,3.5067,2.6917
GEM-OpenQuake,CR/LDUAL (regularly infilled) MidRise LowCode,CR,LFINF,DNO,4-7,PGA [g],0.1157,0.0921,0.3032,0.2413,0.5652,0.4498,0.8596,0.6842,1.7005,1.3534
GEM-OpenQuake,CR/LDUAL (with LFM) HighRise HighCode,CR,LDUAL,DUC,8-19,PGA [g],0.1583,0.1215,0.8413,0.6456,2.0968,1.6091,4.737,3.6353,8.4334,6.4721
GEM-OpenQuake,CR/LDUAL (with LFM) HighRise LowCode,CR,LDUAL,DNO,8-19,PGA [g],0.1246,0.0992,0.2628,0.2091,0.4873,0.3878,3.0096,2.3949,7.4467,5.9257
GEM-OpenQuake,CR/LDUAL (with LFM) LowRise HighCode,CR,LDUAL,DUC,1-3,PGA [g],0.3532,0.305,0.6913,0.5971,1.6004,1.3822,2.4875,2.1483,3.1689,2.7368
GEM-OpenQuake,CR/LDUAL (with LFM) LowRise LowCode,CR,LDUAL,DNO,1-3,PGA [g],0.1278,0.1139,0.327,0.2915,0.613,0.5464,0.8406,0.7493,1.181,1.0527
GEM-OpenQuake,CR/LDUAL (with LFM) MidRise HighCode,CR,LDUAL,DUC,4-7,PGA [g],0.1612,0.1238,0.4234,0.325,1.1929,0.9157,1.7612,1.3519,3.5349,2.7133
GEM-OpenQuake,CR/LDUAL (with LFM) MidRise LowCode,CR,LDUAL,DNO,4-7,PGA [g],0.1201,0.0956,0.4119,0.3278,0.7593,0.6043,1.3063,1.0397,2.225,1.7709
GEM-OpenQuake,CR/LDUAL HighRise HighCode,CR,LDUAL,DUC,8-19,PGA [g],0.1539,0.1181,0.8984,0.6895,2.3514,1.8046,4.2405,3.2543,6.8853,5.2841
GEM-OpenQuake,CR/LDUAL HighRise LowCode,CR,LDUAL,DNO,8-19,PGA [g],0.012,0.0096,0.1245,0.0991,0.4229,0.3365,2.4872,1.9792,5.8853,4.6833
GEM-OpenQuake,CR/LDUAL LowRise HighCode,CR,LDUAL,DUC,1-3,PGA [g],0.2688,0.2321,0.6032,0.5209,1.6342,1.4114,1.9898,1.7185,2.8128,2.4293
GEM-OpenQuake,CR/LDUAL LowRise LowCode,CR,LDUAL,DNO,1-3,PGA [g],0.0355,0.0316,0.2123,0.1893,0.3715,0.3311,0.607,0.5411,0.9774,0.8712
GEM-OpenQuake,CR/LDUAL MidRise HighCode,CR,LDUAL,DUC,4-7,PGA [g],0.1186,0.0911,0.34,0.261,0.8411,0.6456,1.5221,1.1683,3.0105,2.3108
GEM-OpenQuake,CR/LDUAL MidRise LowCode,CR,LDUAL,DNO,4-7,PGA [g],0.0206,0.0164,0.1517,0.1207,0.3885,0.3092,0.7412,0.5899,1.5042,1.1972
GEM-OpenQuake,CR/LDUAL school - Case I (PGA),CR,LDUAL,DUC,4,PGA [g],0.169,0.129,0.499,0.348,1.01,0.613,4.438,3.593,0,0
GEM-OpenQuake,CR/LDUAL school - Case I (PGV),CR,LDUAL,DUC,4,PGV [cm/s],17.782,9.263,41.421,20.594,76.244,28.362,133.858,13.419,0,0
GEM-OpenQuake,CR/LDUAL school - Case I (Sd),CR,LDUAL,DUC,4,Sd(T) [cm] - Telastic = 0.503,1.669,0.95,4.464,1.322,9.367,4.221,20.067,7.025,0,0
GEM-OpenQuake,CR/LDUAL school - Case II (PGA),CR,LDUAL,DUC,4,PGA [g],0.135,0.075,0.416,0.401,0.994,0.694,1.693,0.862,0,0
GEM-OpenQuake,CR/LDUAL school - Case II (PGV),CR,LDUAL,DUC,4,PGV [cm/s],14.917,6.723,35.549,22.939,69.324,23.514,165.708,82.388,0,0
GEM-OpenQuake,CR/LDUAL school - Case II (Sd),CR,LDUAL,DUC,4,Sd(T) [cm] - Telastic = 0.646,1.416,0.755,4.188,2.489,9.751,4.394,27.342,18.357,0,0
GEM-OpenQuake,CR/LDUAL school - Case III (PGA),CR,LDUAL,DUC,4,PGA [g],0.147,0.099,0.465,0.39,1.057,0.811,2.707,1.854,0,0
GEM-OpenQuake,CR/LDUAL school - Case III (PGV),CR,LDUAL,DUC,4,PGV [cm/s],16.088,9.162,36.062,14.213,64.006,18.959,129.974,19.606,0,0
GEM-OpenQuake,CR/LDUAL school - Case III (Sd),CR,LDUAL,DUC,4,Sd(T) [cm] - Telastic = 0.506,1.446,0.788,4.318,1.847,10.046,5.721,19.897,8.064,0,0
GEM-OpenQuake,CR/LDUAL school - Case IV (PGA),CR,LDUAL,DUC,4,PGA [g],0.137,0.077,0.415,0.307,1.345,1.295,3.176,2.091,0,0
GEM-OpenQuake,CR/LDUAL school - Case IV (PGV),CR,LDUAL,DUC,4,PGV [cm/s],15.544,7.184,34.11,12.689,69.229,23.482,135.117,17.64,0,0
GEM-OpenQuake,CR/LDUAL school - Case IV (Sd),CR,LDUAL,DUC,4,Sd(T) [cm] - Telastic = 0.49,1.321,0.72,3.767,1.196,10.235,6.604,19.939,7.637,0,0
GEM-OpenQuake,CR/LDUAL school - Case V (PGA),CR,LDUAL,DUC,4,PGA [g],0.161,0.086,0.514,0.387,1.128,0.671,1.485,0.44,0,0
GEM-OpenQuake,CR/LDUAL school - Case V (PGV),CR,LDUAL,DUC,4,PGV [cm/s],17.987,10.243,39.817,19.329,77.412,29.651,135.239,28.716,0,0
GEM-OpenQuake,CR/LDUAL school - Case V (Sd),CR,LDUAL,DUC,4,Sd(T) [cm] - Telastic = 0.455,1.425,0.725,4.129,1.536,9.711,5.175,13.464,3.419,0,0
GEM-OpenQuake,CR/LDUAL school - Deterministic (PGA),CR,LDUAL,DUC,4,PGA [g],0.142,0.066,0.436,0.406,1.064,0.801,1.57,0.672,0,0
GEM-OpenQuake,CR/LDUAL school - Deterministic (PGV),CR,LDUAL,DUC,4,PGV [cm/s],15.553,6.831,35.773,19.065,70.485,23.908,119.74,18.062,0,0
GEM-OpenQuake,CR/LDUAL school - Deterministic (Sd),CR,LDUAL,DUC,4,Sd(T) [cm] - Telastic = 0.503,1.462,0.609,4.054,1.874,8.778,3.755,13.671,3.472,0,0
GEM-OpenQuake,CR/LFINF (iregularly infilled) HighRise HighCode,CR,LFINF,DUC,8-19,PGA [g],0.1601,0.1069,0.5125,0.3421,0.7892,0.5267,1.4205,0.9481,2.527,1.6866
GEM-OpenQuake,CR/LFINF (iregularly infilled) HighRise LowCode,CR,LFINF,DNO,8-19,PGA [g],0.1138,0.0793,0.1936,0.1349,0.3426,0.2388,0.6123,0.4267,1.3296,0.9266
GEM-OpenQuake,CR/LFINF (iregularly infilled) LowRise HighCode,CR,LFINF,DUC,1-3,PGA [g],0.1645,0.1341,0.4135,0.3371,0.7074,0.5766,1.0831,0.8829,1.441,1.1746
GEM-OpenQuake,CR/LFINF (iregularly infilled) LowRise LowCode,CR,LFINF,DNO,1-3,PGA [g],0.0318,0.0268,0.13,0.1096,0.194,0.1635,0.2709,0.2284,0.3413,0.2877
GEM-OpenQuake,CR/LFINF (iregularly infilled) MidRise HighCode,CR,LFINF,DUC,4-7,PGA [g],0.1119,0.0781,0.2591,0.1807,0.5304,0.37,0.6919,0.4827,0.9182,0.6406
GEM-OpenQuake,CR/LFINF (iregularly infilled) MidRise LowCode,CR,LFINF,DNO,4-7,PGA [g],0.0026,0.0019,0.0257,0.0187,0.1031,0.0749,0.1454,0.1057,0.1977,0.1437
GEM-OpenQuake,CR/LFINF (regularly infilled) HighRise HighCode,CR,LFINF,DUC,8-19,PGA [g],0.1136,0.0758,0.3192,0.2131,0.9782,0.6529,1.8837,1.2573,5.5041,3.6737
GEM-OpenQuake,CR/LFINF (regularly infilled) HighRise LowCode,CR,LFINF,DNO,8-19,PGA [g],0.0784,0.0546,0.2304,0.1606,0.3087,0.2152,0.4394,0.3062,1.5046,1.0486
GEM-OpenQuake,CR/LFINF (regularly infilled) LowRise HighCode,CR,LFINF,DUC,1-3,PGA [g],0.1457,0.1187,0.3588,0.2925,0.923,0.7524,2.1366,1.7417,2.793,2.2768
GEM-OpenQuake,CR/LFINF (regularly infilled) LowRise LowCode,CR,LFINF,DNO,1-3,PGA [g],0.1188,0.1001,0.2412,0.2034,0.2995,0.2525,0.3925,0.331,0.5401,0.4553
GEM-OpenQuake,CR/LFINF (regularly infilled) MidRise HighCode,CR,LFINF,DUC,4-7,PGA [g],0.12,0.0837,0.2484,0.1733,0.4836,0.3373,1.0408,0.726,2.0656,1.441
GEM-OpenQuake,CR/LFINF (regularly infilled) MidRise LowCode,CR,LFINF,DNO,4-7,PGA [g],0.0339,0.0246,0.1811,0.1316,0.2508,0.1823,0.2904,0.211,0.3459,0.2514
GEM-OpenQuake,"CR/LFINF/HEX:2,3 - LowRise",CR,LFINF,DUC,2-3,PGV [cm/s],0,0,28.642,25.643,70.684,41.655,98.35,35.625,0,0
GEM-OpenQuake,"CR/LFINF/HEX:4,6 - MidRise",CR,LFINF,DUC,4-6,PGV [cm/s],0,0,18.582,11.1,60.243,26.278,87.087,24.462,0,0
GEM-OpenQuake,CR/LFINF_2storey,CR,LFINF,DUC,2,PGV [cm/s],17.036,10.123,78.069,21.401,118,52,0,0,0,0
GEM-OpenQuake,CR/LFINF_3storey,CR,LFINF,DUC,3,PGV [cm/s],15.986,9.492,75.083,25.399,99,36.1,0,0,0,0
GEM-OpenQuake,CR/LFINF_4storey,CR,LFINF,DUC,4,PGV [cm/s],14.212,8.027,59.589,23.642,75.67,19.151,0,0,0,0
GEM-OpenQuake,CR/LFINF_5storey,CR,LFINF,DUC,5,PGV [cm/s],13.042,8.692,49.035,19.327,65.712,19.932,0,0,0,0
GEM-OpenQuake,CR/LFLS_High-rise (8storeys),CR,LFLS,DUC,8,Sd(T) [cm] - Telastic = 1.137,1.383,0.395,1.975,0.585,2.744,0.961,5.179,2.454,0,0
GEM-OpenQuake,CR/LFLS_Low-rise (2storeys),CR,LFLS,DUC,2,Sd(T) [cm] - Telastic = 0.467,0.51,0.146,0.75,0.287,2.575,2.522,7.395,7.363,0,0
GEM-OpenQuake,CR/LFLS_Mid-rise (5storeys),CR,LFLS,DUC,5,Sd(T) [cm] - Telastic = 0.829,1.03,0.294,1.513,0.563,2.652,1.413,6.155,4.132,0,0
GEM-OpenQuake,CR/LFLSINF (RC FlatSlab),CR,LFLSINF,DUC,5,Sd(T) [cm] - Telastic = 0.38,0.676,0.244,3.449,1.003,4.894,1.424,6.955,2.06,0,0
GEM-OpenQuake,CR/LFM,CR,LFM,DUC,12,Sd(T) [cm] - Telastic = 0.767,2.33,0.665,3.358,1.066,17.288,21.608,49.913,54.859,0,0
GEM-OpenQuake,CR/LFM,CR,LFM,DUC,2,Sd(T) [cm] - Telastic = 0.2696,0.56,0.154,0.807,0.252,3.167,3.397,9.022,9.134,0,0
GEM-OpenQuake,CR/LFM,CR,LFM,DUC,5,Sd(T) [cm] - Telastic = 0.5491,1.914,0.546,2.759,0.876,9.343,8.997,26.432,25.453,0,0
GEM-OpenQuake,CR/LFM,CR,LFM,DUC,1,PGA [g],0.737,0.172,1.249,0.285,3.745,0.795,0,0,0,0
GEM-OpenQuake,CR/LFM HighRise HighCode,CR,LFM,DUC,8-19,PGA [g],0.0625,0.0417,0.3036,0.2026,1.222,0.8156,2.2461,1.4992,3.3577,2.2411
GEM-OpenQuake,CR/LFM HighRise LowCode,CR,LFM,DNO,8-19,PGA [g],0.0371,0.0258,0.1388,0.0968,0.2617,0.1824,0.447,0.3115,1.0185,0.7098
GEM-OpenQuake,CR/LFM LowRise HighCode,CR,LFM,DUC,1-3,PGA [g],0.0133,0.0108,0.1255,0.1023,0.4203,0.3426,0.7213,0.588,1.0925,0.8906
GEM-OpenQuake,CR/LFM LowRise LowCode,CR,LFM,DNO,1-3,PGA [g],0.0076,0.0064,0.0763,0.0643,0.1655,0.1395,0.2548,0.2148,0.3279,0.2765
GEM-OpenQuake,CR/LFM MidRise HighCode,CR,LFM,DUC,4-7,PGA [g],0.0115,0.008,0.1123,0.0783,0.3482,0.2429,1.0787,0.7525,1.8696,1.3043
GEM-OpenQuake,CR/LFM MidRise LowCode,CR,LFM,DNO,4-7,PGA [g],0.008,0.0058,0.0807,0.0587,0.1428,0.1038,0.205,0.149,0.2671,0.1941
GEM-OpenQuake,CR/LFM/DNO,CR,LFM,DNO,2,PGA [g],0.062,0.006,0.091,0.008,0.233,0.021,0.581,0.052,0,0
GEM-OpenQuake,CR/LFM/DNO,CR,LFM,DNO,3,PGA [g],0.083,0.008,0.128,0.012,0.317,0.029,0.792,0.071,0,0
GEM-OpenQuake,CR/LFM/DNO - 13storey,CR,LFM,DNO,13,PGA [g],0.059,0.018,0.203,0.058,0,0,0,0,0,0
GEM-OpenQuake,CR/LFM/DNO - 5storey,CR,LFM,DNO,5,PGA [g],0.046,0.012,0.079,0.024,0.213,0.077,0.351,0.127,0,0
GEM-OpenQuake,CR/LFM/DNO - 9storey,CR,LFM,DNO,9,PGA [g],0.053,0.019,0.241,0.074,0.471,0.144,0,0,0,0
GEM-OpenQuake,CR/LFM/DUC - 13storey,CR,LFM,DUC,13,PGA [g],0.136,0.042,0.478,0.173,0,0,0,0,0,0
GEM-OpenQuake,CR/LFM/DUC - 5storey,CR,LFM,DUC,5,PGA [g],0.117,0.042,0.188,0.058,0.523,0.161,0,0,0,0
GEM-OpenQuake,CR/LFM/DUC - 9storey,CR,LFM,DUC,9,PGA [g],0.126,0.039,0.361,0.13,0,0,0,0,0,0
GEM-OpenQuake,"CR/LFM/HEX:2,3 - LowRise",CR,LFM,DUC,2-3,PGV [cm/s],0,0,25.757,23.778,60.849,34.964,85.74,35.065,0,0
GEM-OpenQuake,CR/LFM/HEX:3 (PGA),CR,LFM,DUC,3,PGA [g],0,0,0.093,0.029,0,0,0.799,0.164,0,0
GEM-OpenQuake,CR/LFM/HEX:3 (Sa),CR,LFM,DUC,3,Sa(T) [g] - Telastic = 0.52,0,0,0.196,0.065,0,0,1.735,0.492,0,0
GEM-OpenQuake,CR/LFM/HEX:3 (Sd),CR,LFM,DUC,3,Sd(T) [g] - Telastic = 0.52,0,0,1.279,0.335,0,0,11.455,3.18,0,0
GEM-OpenQuake,"CR/LFM/HEX:4,6 - MidRise",CR,LFM,DUC,4-6,PGV [cm/s],0,0,17.122,9.376,54.095,20.987,79.831,22.877,0,0
GEM-OpenQuake,CR/LFM/HEX:5 (PGA),CR,LFM,DUC,5,PGA [g],0,0,0.073,0.016,0,0,0.701,0.166,0,0
GEM-OpenQuake,CR/LFM/HEX:5 (Sa),CR,LFM,DUC,5,Sa(T) [g] - Telastic = 0.67,0,0,0.142,0.029,0,0,1.412,0.442,0,0
GEM-OpenQuake,CR/LFM/HEX:5 (Sd),CR,LFM,DUC,5,Sd(T) [g] - Telastic = 0.67,0,0,1.567,0.249,0,0,15.712,4.079,0,0
GEM-OpenQuake,CR/LFM/HEX:7 (PGA),CR,LFM,DUC,7,PGA [g],0,0,0.058,0.013,0,0,0.662,0.159,0,0
GEM-OpenQuake,CR/LFM/HEX:7 (Sa),CR,LFM,DUC,7,Sa(T) [g] - Telastic = 0.8,0,0,0.111,0.036,0,0,1.279,0.465,0,0
GEM-OpenQuake,CR/LFM/HEX:7 (Sd),CR,LFM,DUC,7,Sd(T) [g] - Telastic = 0.8,0,0,1.762,0.447,0,0,20.095,6.21,0,0
GEM-OpenQuake,CR/LFM+DNO - 2storeys,CR,LFM,DNO,2,PGA [g],0,0,0.15,0.08,0.27,0.15,0.33,0.17,0,0
GEM-OpenQuake,CR/LFM+DNO - 3storeys,CR,LFM,DNO,3,PGA [g],0,0,0.16,0.08,0.29,0.15,0.36,0.19,0,0
GEM-OpenQuake,CR/LFM+DNO - 4storeys,CR,LFM,DNO,4,PGA [g],0,0,0.17,0.08,0.32,0.17,0.38,0.2,0,0
GEM-OpenQuake,CR/LFM+DNO - 5storeys,CR,LFM,DNO,5,PGA [g],0,0,0.18,0.09,0.35,0.19,0.43,0.23,0,0
GEM-OpenQuake,CR/LFM+DNO - 6storeys,CR,LFM,DNO,6,PGA [g],0,0,0.21,0.12,0.4,0.22,0.47,0.26,0,0
GEM-OpenQuake,CR/LFM+DNO - 8storeys,CR,LFM,DNO,8,PGA [g],0,0,0.23,0.12,0.48,0.27,0.57,0.33,0,0
GEM-OpenQuake,CR/LFM+DNO/HEX:2,CR,LFM,DNO,2,PGA [g],0,0,0.15,0.08,0.27,0.15,0.33,0.17,0,0
GEM-OpenQuake,CR/LFM+DNO/HEX:4,CR,LFM,DNO,4,PGA [g],0,0,0.17,0.08,0.32,0.17,0.38,0.2,0,0
GEM-OpenQuake,CR/LFM+DNO/HEX:8,CR,LFM,DNO,8,PGA [g],0,0,0.23,0.12,0.48,0.27,0.57,0.33,0,0
GEM-OpenQuake,CR/LFM+DUC/HEX:2 (c=10%),CR,LFM,DUC,2,PGA [g],0,0,0.2,0.1,0.34,0.19,0.41,0.22,0,0
GEM-OpenQuake,CR/LFM+DUC/HEX:2 (c=12.5%),CR,LFM,DUC,2,PGA [g],0,0,0.23,0.12,0.38,0.2,0.46,0.23,0,0
GEM-OpenQuake,CR/LFM+DUC/HEX:2 (c=5%),CR,LFM,DUC,2,PGA [g],0,0,0.17,0.08,0.28,0.14,0.35,0.18,0,0
GEM-OpenQuake,CR/LFM+DUC/HEX:2 (c=7.5%),CR,LFM,DUC,2,PGA [g],0,0,0.18,0.09,0.3,0.15,0.37,0.19,0,0
GEM-OpenQuake,CR/LFM+DUC/HEX:4 (c=10%),CR,LFM,DUC,4,PGA [g],0,0,0.31,0.17,0.46,0.25,0.54,0.29,0,0
GEM-OpenQuake,CR/LFM+DUC/HEX:4 (c=12.5%),CR,LFM,DUC,4,PGA [g],0,0,0.33,0.16,0.49,0.27,0.55,0.28,0,0
GEM-OpenQuake,CR/LFM+DUC/HEX:4 (c=5%),CR,LFM,DUC,4,PGA [g],0,0,0.23,0.11,0.35,0.2,0.42,0.24,0,0
GEM-OpenQuake,CR/LFM+DUC/HEX:4 (c=7.5%),CR,LFM,DUC,4,PGA [g],0,0,0.27,0.15,0.41,0.22,0.49,0.27,0,0
